ordem;percentil;distancia_sexto_vizinho;distancia_geometrica_normalizada;eh_joelho
504;5.030503050305031;0.05213572844529856;0.02849677262555711;False
505;5.0405040504050405;0.052144616456988806;0.02859017970224992;False
506;5.05050505050505;0.05218737319372322;0.02865842562528488;False
507;5.060506050605061;0.05219700178434816;0.028751282524185424;False
508;5.0705070507050705;0.05221021280752561;0.028841478025711107;False
509;5.08050805080508;0.05221021280752561;0.028941488026711207;False
510;5.090509050905091;0.05221467401861775;0.02903818378374012;False
511;5.1005100510051005;0.05221937816692604;0.029134699062152943;False
512;5.110511051105111;0.05222846188076863;0.029227960751267098;False
513;5.120512051205121;0.05222953560314799;0.0293271730814444;False
514;5.1305130513051305;0.05223957558526453;0.02941972435666056;False
515;5.140514051405141;0.052292580256227975;0.029480357065809374;False
516;5.150515051505151;0.052292756251824515;0.029580236319276407;False
517;5.1605160516051605;0.05229976319877193;0.02967504084328892;False
518;5.17051705170517;0.0523140426688807;0.02976444259313427;False
519;5.18051805180518;0.052330746128183656;0.029852043555837496;False
520;5.1905190519051905;0.05235294644343871;0.029935560891623404;False
521;5.2005200520052;0.05238948522812753;0.030008426145520455;False
522;5.210521052105211;0.052418389405829074;0.030086963166490927;False
523;5.2205220522052205;0.052439935047962336;0.030170966860443297;False
524;5.23052305230523;0.052475804670279465;0.030244329236603862;False
525;5.240524052405241;0.05258779956882482;0.030261137970136104;False
526;5.2505250525052505;0.05264855720268531;0.030316010985334176;False
527;5.26052605260526;0.05265267786515691;0.03041295973671579;False
528;5.270527052705271;0.05269587849797578;0.030480875888329637;False
529;5.2805280528052805;0.05269615483205789;0.030580680600105187;False
530;5.29052905290529;0.052773662862434366;0.03062310970724298;False
531;5.300530053005301;0.05277676963922225;0.030720811676628698;False
532;5.3105310531053105;0.05278884319862192;0.030811852202608524;False
533;5.320532053205321;0.052839913784090746;0.030873921748315377;False
534;5.330533053305331;0.052847805083896415;0.03096806928455745;False
535;5.3405340534053405;0.052940946294173986;0.03099888446642527;False
536;5.350535053505351;0.052957118378373386;0.031086880188913906;False
537;5.36053605360536;0.0529914425979135;0.031161390648348487;False
538;5.3705370537053705;0.05299345959481635;0.031259902217714866;False
539;5.38053805380538;0.05299964037119101;0.03135532050574423;False
540;5.39053905390539;0.053002525014623436;0.03145318749851013;False
541;5.4005400540054005;0.0530382108000106;0.031526686447548385;False
542;5.41054105410541;0.053040546647609065;0.03162496114200035;False
543;5.420542054205421;0.053059768737738856;0.03171069100807508;False
544;5.4305430543054305;0.05308766363892297;0.031789977822889434;False
545;5.44054405440544;0.05317164275994531;0.031827599541917335;False
546;5.450545054505451;0.05318735221534434;0.031915938952404785;False
547;5.4605460546054605;0.05321718436136718;0.031993786583577107;False
548;5.47054705470547;0.05324223393154155;0.032075187201336515;False
549;5.480548054805481;0.05325292438460518;0.03216725524019144;False
550;5.4905490549054905;0.05326944111768717;0.032254994922233285;False
551;5.500550055005501;0.05328603899621469;0.03234267432113719;False
552;5.510551055105511;0.053384606359307876;0.03236945840161023;False
